doi	title	abstract	labels
10.1007/s00300-014-1502-1	Environmental determinants of top predator distribution within the dynamic winter pack ice zone of the northern Antarctic Peninsula		['SDG13']
10.1016/j.energy.2015.10.085	Towards post-2020 climate change regime: Analyses of various mitigation scenarios and contributions for Macedonia		['SDG13']
10.1007/s10530-015-1025-x	Non-native and native organisms moving into high elevation and high latitude ecosystems in an era of climate change: new challenges for ecology and conservation	International audienceCold environments at high elevation and high latitude are often viewed as resistant to biological invasions. However, climate warming, land use change and associated increased connectivity all increase the risk of biological invasions in these environments. Here we present a summary of the key discussions of the workshop ‘Biosecurity in Mountains and Northern Ecosystems: Current Status and Future Challenges’ (Flen, Sweden, 1–3 June 2015). The aims of the workshop were to (1) increase awareness about the growing importance of species expansion—both non-native and native—at high elevation and high latitude with climate change, (2) review existing knowledge about invasion risks in these areas, and (3) encourage more research on how species will move and interact in cold environments, the consequences for biodiversity, and animal and human health and wellbeing. The diversity of potential and actual invaders reported at the workshop and the likely interactions between them create major challenges for managers of cold environments. However, since these cold environments have experienced fewer invasions when compared with many warmer, more populated environments, prevention has a real chance of success, especially if it is coupled with prioritisation schemes for targeting invaders likely to have greatest impact. Communication and co-operation between cold environment regions will facilitate rapid response, and maximise the use of limited research and management resources	['SDG13']
10.1007/s10668-015-9634-1	Examining green public procurement using content analysis: existing difficulties for procurers and useful recommendations		['SDG13']
10.1080/14615517.2015.1125643	Making sense of significance in environmental impact assessment		['SDG13']
10.1007/s00122-016-2691-5	Envirotyping for deciphering environmental impacts on crop plants		['SDG13']
10.1007/s00227-016-2844-8	Temperate predators and seasonal water temperatures impact feeding of a range expanding tropical fish	© 2016, Springer-Verlag Berlin Heidelberg. Range expansions of species due to climate change threaten the function and composition of marine ecosystems globally, yet factors constraining or facilitating this redistribution are poorly understood. Native predators may constrain prey shifting poleward through consumption, or by restricting their feeding activity. However, the extent that native predators impact range-expanders will likely be structured by physiological mismatches between these groups, associated with water temperatures. We examined how temperate predators and seasonal water temperature affected foraging of the planktivorous tropical reef fish, Abudefduf vaigiensis, within temperate southeastern Australian waters, an emerging new range. Foraging excursions of A. vaigiensis were compared between predator-rich marine reserves and predator-depauperate fished reefs during summer and winter (~18 and 22 °C water, respectively). A. vaigiensis foraged with shorter excursions in marine reserves than fished reefs and higher excursions during summer than winter. Effects of predation risk and water temperature on A. vaigiensis foraging were isolated in an aquarium experiment. Groups were held at 18 or 22 °C and visually exposed to a temperate predator, a predator control (temperate herbivore) and an empty tank. Foraging excursions and feeding rates were reduced when exposed to predators at 22 °C, but did not differ between predator and the predator control or empty tank at 18 °C. Results suggest temperate predators may restrict range expansions of A. vaigiensis by reducing its’ food intake during summer months. But winter water temperatures may limit feeding, independent of predation risk. Protection of predators from fishing should improve resistance of some marine ecosystems to impacts of range expanding prey	['SDG13']
10.1016/j.reseneeco.2016.03.002	Domestic environmental policy and international cooperation for global commons		['SDG13']
10.1016/j.jclepro.2016.01.011	ECO-innovation and economic crisis: a comparative analysis of environmental good practices and labour productivity in the Spanish hotel industry		['SDG13']
10.1002/ecs2.1209	Variation in responsiveness of woody plant leaf out phenology to anomalous spring onset		['SDG13']
10.1175/ei-d-15-0032.1	Narrowing the agronomic yield gaps of maize by improved soil, cultivar, and agricultural management practices in different climate zones of Northeast China	Abstract                Northeast China (NEC) is one of the major agricultural production areas in China, producing about 30% of China’s total maize output. In the past five decades, maize yields in NEC increased rapidly. However, farmer yields still have potential to be increased. Therefore, it is important to quantify the impacts of agronomic factors, including soil physical properties, cultivar selections, and management practices on yield gaps of maize under the changing climate in NEC in order to provide reliable recommendations to narrow down the yield gaps. In this study, the Agricultural Production Systems Simulator (APSIM)-Maize model was used to separate the contributions of soil physical properties, cultivar selections, and management practices to maize yield gaps. The results indicate that approximately 5%, 12%, and 18% of potential yield loss of maize is attributable to soil physical properties, cultivar selection, and management practices. Simulation analyses showed that potential ascensions of yield of maize by improving soil physical properties PAYs, changing to cultivar with longer maturity PAYc, and improving management practices PAYm for the entire region were 0.6, 1.5, and 2.2 ton ha−1 or 9%, 23%, and 34% increases, respectively, in NEC. In addition, PAYc and PAYm varied considerably from location to location (0.4 to 2.2 and 0.9 to 4.5 ton ha−1 respectively), which may be associated with the spatial variation of growing season temperature and precipitation among climate zones in NEC. Therefore, changing to cultivars with longer growing season requirement and improving management practices are the top strategies for improving yield of maize in NEC, especially for the north and west areas.</jats:p	['SDG13']
10.1111/gto.12140	Early Permian climate change in the Falkland Islands		['SDG13']
10.1080/09640568.2016.1143351	Assessing agricultural vulnerability to climate change in the Nordic countries–an interactive geovisualization approach	Nordic agriculture must adapt to climate change to reduce vulnerability and exploit potential opportunities. Integrated assessments can identify and quantify vulnerability in order to recognize these adaptation needs. This study presents a geographic visualization approach to support the interactive assessment of agricultural vulnerability to climate change. We have identified requirements for increased transparency and reflexivity in vulnerability assessments, arguing that these can be met by geographic visualization. A conceptual framework to support the integration of geographic visualization for vulnerability assessments has been designed and applied for the development of AgroExplore, an interactive tool for assessing agricultural vulnerability to climate change in Sweden. To open up the black box of composite vulnerability indices, AgroExplore enables the user to select, weight, and classify relevant indicators into sub-indices of exposure, sensitivity, and adaptive capacity. This enables the exploration of underlying indicators and factors determining vulnerability in Nordic agriculture.</p	['SDG13']
10.1109/wcst.2015.7415133	Sustainable water and energy use for irrigation demands		['SDG13']
10.3390/f7050105	Vulnerability of commercial tree species to water stress in logged forests of the Guiana shield		['SDG13']
10.4337/9781781000083.00010	Climate change adaptation and compensation		['SDG13']
10.3389/fenvs.2014.00003	The impact of climate change on heat-related mortality in six major cities, South Korea, under representative concentration pathways (RCPs)	Background: We aimed to quantify the excess mortality associated with increased temperature due to climate change in six major Korean cities under Representative Concentration Pathways (RCPs) which are new emission scenarios designed for the fifth assessment report of the Intergovernmental Panel on Climate Change (IPCC). Methods: We first examined the association between daily mean temperature and mortality in each during the summertime (June to September) from 2001 to 2008. This was done using a generalized linear Poisson model with adjustment for a long-term time trend, relative humidity, air pollutants, and day of the week. We then computed heat-related mortality attributable to future climate change using estimated mortality risks, projected future populations, and temperature increments for both future years 2041-2070 and 2071-2100 under RCP 4.5 and 8.5. We considered effects from added days with high temperatures over thresholds and shifted effects from high to higher temperature.Results: Estimated excess all-cause mortalities for six cities in Korea ranged from 500 (95% CI: 313-703) for 2041-2070 to 2,320 (95% CI: 1,430-3,281) deaths per year for 2071-2100 under two RCPs. Excess cardiovascular mortality was estimated to range from 192 (95% CI: 41-351) to 896 (95% CI: 185-1,694) deaths per year, covering about 38.5% of all-cause excess mortality. Increased rates of heat-related mortality were higher in cities located at relatively lower latitude than cities with higher latitude. Estimated excess mortality under RCP 8.5, a fossil fuel-intensive emission scenario, was more than twice as high compared with RCP 4.5, low to medium emission scenario.Conclusions: Excess mortality due to climate change is expected to be profound in the future showing spatial variation. Efforts to mitigate climate change can cause substantial health benefits via reducing heat-related mortality	['SDG13']
10.1038/nclimate3006	Soft but significant power in the Paris Agreement		['SDG13']
10.1016/j.jpowsour.2016.06.078	Life cycle sustainability of solid oxide fuel cells: From methodological aspects to system implications		['SDG13']
10.1175/jcli-d-15-0048.1	A climatology of multiple tropical cyclone events	Abstract                The present study provides a climatology of multiple tropical cyclone (TC) events (MTCEs) and the potential environmental factors responsible for triggering MTCEs in the North Atlantic (NATL), eastern North Pacific (EPAC), and western North Pacific (WPAC). While single TC events (STCEs) occur more frequently than MTCEs in each basin, a substantial fraction (34%–57%) of all TCs within each basin occur during MTCEs. Comparison of the total monthly number of MTCEs and STCEs reveals significant correlations (0.79 ≤ R ≤ 0.90), while nonsignificant correlations exist between the annual number of MTCEs and STCEs. New TCs that form during MTCEs occur in the eastern main development region east of the STCE formation location in the NATL and EPAC, while new TC formation locations are spread evenly throughout the WPAC during both MTCEs and STCEs. The spatiotemporal separation between TCs during MTCEs is consistent among basins with median zonal distances between TCs of ~(1640–2010) km and median temporal separation between TC formation of 3.00–3.25 days. Composites of EPAC MTCEs suggest the existence of significantly stronger large-scale intraseasonal anomalies compared to STCEs, which may favor EPAC MTCE occurrence. Eastward zonal group velocities and the agreement of the zonal wavelength of TC-induced Rossby waves with the observed zonal distance between TCs suggests that Rossby wave radiation may contribute to a substantial fraction of MTCEs in all basins. These results suggest remarkable similarity in MTCE characteristics among basins, while potentially indicating that the large-scale environment is preconditioned for EPAC MTCE occurrence.</jats:p	['SDG13']
10.1016/j.foreco.2016.06.041	Developing management strategies for tree improvement programs under climate change: Insights gained from long-term field trials with lodgepole pine		['SDG13']
10.1071/an14771	A promising and simple method to quantify soil/manure mixing on beef feedlot pens	On beef cattle feed pen surfaces, fresh and decayed manure is mixed with base rock or soil (base). Quantifying this mixing has beneficial applications for aspects including nutrient and greenhouse gas budgeting. However, no practical methods exist to quantify mixing. We investigated if measuring element concentrations in: (A) fresh manure, (B) base material, and (C) pen manure offers a promising method to quantify manure/base mixing on pen surfaces. Using three operational beef feedlots as study sites, we targeted carbon (C), and silicon (Si), which are the two most abundant and easily measurable organic and inorganic elements. Our results revealed that C concentrations were strongly (&gt;15 times) and significantly (P &lt; 0.05) higher whereas Si concentrations strongly (&gt;10 times) and significantly (P &lt; 0.01) lower in fresh manure than base material at all three sites. These relative concentrations were not significantly impacted by manure decay, as determined by an 18-week incubation experiment. This suggested that both of these elements are suitable markers for quantifying base/manure mixing on pens. However, due to the chemical change of manure during decay, C was shown to be an imprecise marker of base/manure mixing. By contrast, using Si to estimate base/manure mixing was largely unaffected by manure decay. These findings were confirmed by measuring C and Si concentrations in stockpiled pen surface manure from one of the sites. Using Si concentrations is a promising approach to quantify base/manure mixing on feed pens given that this element is abundantly concentrated in soils and rocks. </jats:p	['SDG13']
10.1016/j.apenergy.2016.07.058	Life cycle assessment of onshore and offshore wind energy-from theory to application		['SDG13']
10.1177/1757913916658628	Letter to the editor		['SDG13']
10.13044/j.sdewes.2015.03.0008	Climate change and vulnerabilities of the European energy balance		['SDG13']
10.1080/02757540.2016.1212851	Acute and long-term effects of sucralose on the water flea Daphnia magna on mobility, survival and reproduction at different temperature regimes		['SDG13']
10.1007/s00382-016-3264-7	MJO prediction using the sub-seasonal to seasonal forecast model of Beijing Climate Center		['SDG13']
10.1080/00139157.2016.1210968	A New Politics for Climate Change		['SDG13']
10.1016/j.proeng.2016.08.486	Modeling the Effects Induced by the Expected Climatic Trends on Landslide Activity at Large Scale		['SDG13']
10.1175/jcli-d-14-00508.1	Characterizing ENSO coupled variability and its impact on North American seasonal precipitation and temperature	Abstract                Two questions are addressed in this paper: whether ENSO can be adequately characterized by simple, seasonally invariant indices and whether the time series of a single component—SST or OLR—provides a sufficiently complete representation of ENSO for the purpose of quantifying U.S. climate impacts. Here, ENSO is defined as the leading mode of seasonally varying canonical correlation analysis (CCA) between anomalies of tropical Pacific SST and outgoing longwave radiation (OLR). The CCA reveals that the strongest regions of coupling are mostly invariant as a function of season and correspond to an OLR region located in the central Pacific Ocean (CP-OLR) and an SST region in the eastern Pacific that coincides with the Niño-3 region. In a linear context, the authors explore whether the use of a combined index of these SST and OLR regions explains additional variance of North American temperature and precipitation anomalies beyond that described by using a single index alone. Certain seasons and regions benefit from the use of a combined index. In particular, a combined index describes more variability in winter/spring precipitation and summer temperature.</jats:p	['SDG13']
10.4236/gep.2016.44020	Impacts on the urban air quality and health of global climate scenarios using different dynamical downscaling approaches		['SDG13']
10.4236/gep.2016.44002	A review of literature on residential solid fuel burning, and consequently the implications of meeting the European 2050 low-carbon targets		['SDG13']
10.1088/1748-9326/11/9/094014	The credibility challenge for global fluvial flood risk analysis		['SDG13']
10.1088/1748-9326/11/9/095011	Measurement of carbon dioxide flux from tropical peatland in Indonesia using the nocturnal temperature-inversion trap method		['SDG13']
10.1371/journal.pone.0165643	Environmental humidity regulates effects of experimental warming on vegetation index and biomass production in an alpine meadow of the Northern Tibet	Uncertainty about responses of vegetation index, aboveground biomass (AGB) and gross primary production (GPP) limits our ability to predict how climatic warming will influence plant growth in alpine regions. A field warming experiment was conducted in an alpine meadow at a low (4313 m), mid- (4513 m) and high elevation (4693 m) in the Northern Tibet since May 2010. Growing season vapor pressure deficit (VPD), soil temperature (Ts) and air temperature (Ta) decreased with increasing elevation, while growing season precipitation, soil moisture (SM), normalized difference vegetation index (NDVI), soil adjusted vegetation index (SAVI), AGB and GPP increased with increasing elevation. The growing season Ta, Ts and VPD in 2015 was greater than that in 2014, while the growing season precipitation, SM, NDVI, SAVI, AGB and GPP in 2015 was lower than that in 2014, respectively. Compared to the mean air temperature and precipitation during the growing season in 1963-2015, it was a warmer and wetter year in 2014 and a warmer and drier year in 2015. Experimental warming increased growing season Ts, Ta,VPD, but decreased growing season SM in 2014-2015 at all the three elevations. Experimental warming only reduced growing season NDVI, SAVI, AGB and GPP at the low elevation in 2015. Growing season NDVI, SAVI, AGB and GPP increased with increasing SM and precipitation, but decreased with increasing VPD, indicating vegetation index and biomass production increased with environmental humidity. The VPD explained more variation of growing season NDVI, SAVI, AGB and GPP compared to Ts, Ta and SM at all the three elevations. Therefore, environmental humidity regulated the effect of experimental warming on vegetation index and biomass production in alpine meadows on the Tibetan Plateau	['SDG13']
10.1111/jiec.12479	Longitudinal Analysis of the Eco-Design Management Standardization Process in Furniture Companies		['SDG13']
10.1002/atr.1420	Measuring the energy efficiency for airlines under the pressure of being included into the EU ETS		['SDG13']
10.1007/s10584-016-1860-5	Using an option pricing approach to evaluate strategic decisions in a rapidly changing climate: Black–Scholes and climate change		['SDG13']
10.1016/j.ijsbe.2016.06.002	Sustainability assessment of roadway projects under uncertainty using Green Proforma: An index-based approach		['SDG13']
10.1016/j.cliser.2016.11.004	Identifying research priorities to advance climate services	Climate services involve the timely production, translation, and delivery of useful climate data, information, and knowledge for societal decision-making. They rely on a range of expertise and are underpinned by research in climate and related sciences, sectoral applications (e.g., agriculture, water, health, energy, disasters), and a number of social science fields, including political science, sociology, anthropology, and economics. Feedback and engagement between these research communities and the communities involved in developing and/or using climate services is thus critical, ensuring that climate services are built on the best available science and providing researchers with guidance regarding priority challenges in the development of climate services that should warrant their attention. This paper reports the results of an international survey to gauge community perspective on research priorities for climate services, highlighting several areas in which respondents agree on the need for future work. The survey results indicate an overarching interest in research that can better connect climate information to users, particularly around the communication of climate information, the mapping of climate information needs, and the evaluation and prioritization of capacity building efforts. They also reveal significant interest in climate research to advance the skill of forecasts at subseasonal-to-seasonal scales – considered more broadly useful to decision makers than information at the end-of-century timescale – and to identify the drivers of extreme events. To support climate-related research, survey respondents underscore the need to continually develop and maintain the observational network. In analyzing these results, the paper offers guidance to researchers and to other members of the climate services community that may find these priorities useful in directing their own work to address the challenges posed by climate variability and change	['SDG13']
10.1038/sdata.2016.108	A collection of European sweet cherry phenology data for assessing climate change	BFP- Equipe A3CInternational audienceProfessional and scientific networks built around the production of sweet cherry (Prunus avium L.) led to the collection of phenology data for a wide range of cultivars grown in experimental sites characterized by highly contrasted climatic conditions. We present a dataset of flowering and maturity dates, recorded each year for one tree when available, or the average of several trees for each cultivar, over a period of 37 years (1978-2015). Such a dataset is extremely valuable for characterizing the phenological response to climate change, and the plasticity of the different cultivars' behaviour under different environmental conditions. In addition, this dataset will support the development of predictive models for sweet cherry phenology exploitable at the continental scale, and will help anticipate breeding strategies in order to maintain and improve sweet cherry production in Europe	['SDG13']
10.3390/w8120560	Applicability of a nu-support vector regression model for the completion of missing data in hydrological time series		['SDG13']
10.1659/mrd-journal-d-16-00094.1	Mountains of Our Future Earth: Defining Priorities for Mountain Research: A Synthesis from the 2015 Perth III Conference		['SDG13']
10.1007/978-3-319-43278-6_2	Cereal root proteomics for complementing the mechanistic understanding of plant abiotic stress tolerance		['SDG13']
10.1117/12.2223733	Inter-calibration assessment of Kalpana-1 and INSAT-3D satellite using NOAA and METOP satellite data		['SDG13']
10.1016/j.quaint.2016.05.029	Holocene fire on the northeast Tibetan Plateau in relation to climate change and human activity		['SDG13']
10.1017/s1474745611000292	Carbon-related border tax adjustment: Mitigating climate change or restricting international trade?	AbstractBorder tax adjustments in the form of carbon taxes on products from countries with lax environmental production standards or in the form of a required participation in an emissions allowances' trading system have become a heavily debated issue under WTO law. Such an adjustment might be permissible if energy taxes as indirect taxes are applied on inputs during the production process. Compliance with the Most Favoured Nation principle has less practical importance than the not-yet settled likeness discussion under the National Treatment principle. Consequently, since the compatibility of carbon-related border tax adjustment measures is partly contested, potential justifications such as the conservation of exhaustible national resources or the protection of health (Art. XX GATT) become relevant. The application of the necessity and proportionality test requires that carbon measures are tailored so as to substantially contribute to the achievement of environmental objectives and do not create any arbitrary or unjustified discrimination.</jats:p	['SDG13']
10.14246/irspsd.5.1_55	Green-energy, water-autonomous greenhouse system: An alternative-technology approach towards sustainable smart-green vertical greening in smart cities		['SDG13']
10.1175/mwr-d-16-0361.1	Synoptic-scale environmental features of the long-lasting ice pellet event in northern Japan on 10 April 2005	An extremely long ice pellet event with extensive episodic ice pellet falls occurred over northern Japan on 10 April 2005. The synoptic-scale environmental features of this event were examined based on Japan Meteorological Agency (JMA) mesoscale model (MSM) datasets. A synoptic-scale dry environment was formed under the melting layer ahead of the surface warm front by an intense secondary circulation. Back-trajectory analysis suggested that dry air was located to the south of the precipitating area and was conveyed to the precipitating area by strong geostrophic winds. The surface air at Sapporo, Japan, originated from the ocean surface to the southeast and was cooled to almost the same temperature as that of the sea surface (+3°C); that is, the minimum temperature at 600 m progressively decreased to −3°C at the dry adiabatic lapse rate, during the ice pellet event. Sapporo and its surrounding areas, which were at the southern edge of the precipitating area until the passage of the low pressure center and continued to experience midlevel dry and low-level cold inflows maintained by persistent synoptic-scale structures, were identified as the favorable locations for long-lasting ice pellets. </jats:p	['SDG13']
10.1007/978-3-319-54229-4_3	Electricity trading agent for EV-enabled parking lots	The reduction of greenhouse gas emissions is seen as an important step towards environmental sustainability. Perhaps not surprising, many governments all around the world are providing incentives for consumers to buy electric vehicles (EVs). A positive response from consumers means that the demand for the charging infrastructure increases as well. We investigate how an existing traditional parking lot, upgraded with chargers, can suit the present demand for charging stations. In particular, a resulting EV-enabled parking lot is an electricity trading agent (i.e., broker) which acts as an energy retailer and as a player on a target electricity market. In this paper, we use agent-based simulation to present the EV-enabled parking lot ecosystem in order to model the underlying dynamics and uncertainties regarding parking lots with electricity trading agent functionalities. We instantiate our agentbased simulations using real-life data in order to perform the what-if analysis. Several key performance indicators (KPIs), including parking utilization, charging utilization and electricity utilization, are proposed. We also illustrate how those KPIs can be used to choose the effective investment strategy with respect to the number and speed of chargers.</p	['SDG13']
10.13671/j.hjkxxb.2014.1019	Source, characteristics, environmental distribution and pollution control of PBDEs		['SDG13']
10.14359/51689484	Self-healing of cementitious composites to reduce high CO<inf>2</inf> emissions		['SDG13']
10.1016/j.jclepro.2017.03.026	Life cycle assessment of co-firing coal and wood pellets in the Southeastern United States		['SDG13']
10.1007/s00376-017-6268-2	Increased light, moderate, and severe clear-air turbulence in response to climate change		['SDG13']
10.1016/j.ocecoaman.2017.04.001	Challenges in mainstreaming climate change into productive coastal sectors in a Small Island State – The case of Trinidad and Tobago		['SDG13']
10.3368/le.93.2.179	Moral hazard in natural disaster insurance markets: Empirical evidence from Germany and the United States	Moral hazard in natural disaster insurance markets results in policyholders preparing less, increasing the risk they face. However, moral hazard may not arise, due to high risk aversion or market context. We study the relationship between disaster risk reduction and insurance coverage to assess the presence of moral hazard for two different natural hazards, using four econometric models on survey data from Germany and the United States. The results show that moral hazard is absent. Nevertheless, adverse risk selection may be present. This has significant policy relevance such as opportunities for strengthening the link between insurance and risk reduction measures.</p	['SDG13']
10.1109/techno-ocean.2016.7890719	Effective energy-saving device of Eco-Ship by using wave propulsion		['SDG13']
10.1002/ecy.1803	Diminishing returns limit energetic costs of climate change		['SDG13']
10.1111/ijfs.13419	Dietary emissions patterns and their effect on the overall climatic impact of food consumption		['SDG13']
10.1080/24694452.2017.1309961	Estimates of Extreme Precipitation Frequency Derived from Spatially Dense Rain Gauge Observations: A Case Study of Two Urban Areas in the Colorado Front Range Region		['SDG13']
10.1088/1748-9326/aa6884	Heightened fire probability in Indonesia in non-drought conditions: The effect of increasing temperatures		['SDG13']
10.3390/su9050815	Decoupling analysis of China's product sector output and its embodied carbon emissions-an empirical study based on non-competitive I-O and Tapio decoupling model		['SDG13']
10.1021/acs.est.7b00968	Colloid-Facilitated Plutonium Transport in Fractured Tuffaceous Rock		['SDG13']
10.1016/j.ejrh.2017.06.003	Combined statistical and spatially distributed hydrological model for evaluating future drought indices in Virginia		['SDG13']
10.1007/s00376-017-6221-4	Monitoring carbon dioxide from space: Retrieval algorithm and flux inversion based on GOSAT data and using CarbonTracker-China		['SDG13']
10.20965/ijat.2017.p0572	Life cycle analysis of emissions from electric and gasoline vehicles in different regions	Electric vehicles (EVs) are considered a promising technology to mitigate air pollution and resource depletion problems. The emissions from the manufacturing process can cause severe health problems like chronic asthma and even death. Automakers and policy makers need to investigate the lifecycle emissions of EVs in different regions and then governments should decide if it is safe to establish EV production facilities in their country or whether it is more appropriate to import finished products. The objective of this study is to evaluate the air pollutant emissions produced by EVs and gasoline vehicles (GVs) during their life cycles under two technology scenarios. Life cycle analysis (LCA) was applied to quantify greenhouse gas (GHG) and non-GHG emissions. We assessed air pollution from vehicles in Japan, China, and the United Kingdom (UK). Results indicate that EVs do not necessarily decrease pollutant emissions. EVs can improve air quality and reduce emissions in countries where electricity is derived from clean energy resources.</jats:p	['SDG13']
10.1007/978-3-319-57237-6_1	The demise of the holocene biosphere		['SDG13']
10.1016/j.gloplacha.2017.07.007	Influence of topography on glacier changes in the central Himalaya, India		['SDG13']
10.1007/s10452-017-9634-3	Seasonal and spatial functional shifts in phytoplankton communities of five tropical reservoirs		['SDG13']
10.1016/j.ijome.2017.07.004	Understanding the potential risk to marine mammals from collision with tidal turbines		['SDG13']
10.3303/cet1758083	Study of the eco-efficiency of biodiesel production from the fruit of the jatropha curcas plant		['SDG13']
10.1111/gcb.13265	Drought survival is a threshold function of habitat size and population density in a fish metapopulation		['SDG13']
10.1111/jac.12080	New climate-proof cropping systems in dry areas of the Mediterranean region		['SDG13']
10.3354/cr01091	Downscaling future wind hazard for SE London using the UKCP09 regional climate model ensemble		['SDG13']
10.2166/nh.2017.199	Impact of calculation method, sampling frequency and Hysteresis on suspended solids and total phosphorus load estimations in cold climate	Abstract                Load calculations of nutrients and suspended solids (SS) transported by rivers are usually based on discrete water samples. Water quality changes in cold climate regions often occur very rapidly and therefore discrete samples are unrepresentative of the range of water quality occurring. This leads to errors of varying magnitude in load calculation. High-resolution turbidity data were used to determine the SS and total phosphorus (TP), and paired with discharge to determine loads from two small catchments in southern Finland. The effect of sampling frequency was investigated by artificially sub-sampling the high frequency concentrations. Regardless of the sampling frequency, the TP load was more likely underestimated while using discrete samples. To achieve ±20% accuracy compared with the reference load, daily sampling should be performed. Hysteresis was detected to have an impact on TP load. Hysteresis analysis also revealed the main source of the TP to be in the fields of the catchment. Continuous measuring proved to be a valuable method for defining loads and short-term fluctuations in water quality in small clayey watercourses in a boreal cold climate, where the climate change will increase the frequency of winter floods.</jats:p	['SDG13']
10.1016/j.egypro.2017.05.087	Comparative Analysis between District Heating and Geothermal Heat Pump System		['SDG13']
10.1109/tia.2017.2665347	CO<inf>2</inf> Concentration Using Adsorption and Nonthermal Plasma Desorption		['SDG13']
10.1111/ddi.12609	Temporal resolutions in species distribution models of highly mobile marine animals: Recommendations for ecologists and managers	While ecologists have long recognized the influence of spatial resolution on species distribution models (SDMs), they have given relatively little attention to the influence of temporal resolution. Considering temporal resolutions is critical in distribution modelling of highly mobile marine animals, as they interact with dynamic oceanographic processes that vary at time-scales from seconds to decades. We guide ecologists in selecting temporal resolutions that best match ecological questions and ecosystems, and managers in applying these models. We group the temporal resolutions of environmental variables used in SDMs into three classes: instantaneous, contemporaneous and climatological. We posit that animal associations with fine-scale and ephemeral features are best modelled with instantaneous covariates. Associations with large scale and persistent oceanographic features are best modelled with climatological covariates. Associations with mesoscale features are best modelled with instantaneous or contemporaneous covariates if ephemeral processes are present or interannual variability occurs, and climatological covariates if seasonal processes dominate and interannual variability is weak	['SDG13']
10.1111/nph.14740	Terrestrial biosphere models underestimate photosynthetic capacity and CO<inf>2</inf> assimilation in the Arctic		['SDG13']
10.1016/j.scitotenv.2017.07.237	Land surface phenology: What do we really ‘see’ from space?		['SDG13']
10.1111/1751-7915.12854	Biogas		['SDG13']
10.1155/2017/8282353	Vegetation Dynamics and Their Response to Climatic Variability in China	Based on SPOT VEGETATION data and meteorological data, NDVI (Normalized Difference Vegetation Index) and its response to temperature and precipitation in China and its different regions were investigated over the period 1998–2013 by using the maximum value composite and linear regression methods. The results showed that NDVI presented significant increase (0.0046/a) for all of China and all the regions over the last 16 years. Meanwhile, annual mean temperature of China presented a slightly increasing trend, while the annual precipitation showed a slightly decreasing trend over the last 16 years. Nevertheless, there were differences between temperature and precipitation in the subregions of China. The Annual NDVI had better relationships with precipitation (r=0.126) compared to temperature (r=-0.094), and NDVI also had a good correlation with precipitation rather than temperature in different subregions of China. Additionally, human activities also made a difference to the trends of NDVI in some regions. This study is conductive to the effects of climate change on vegetation activity in future research.</jats:p	['SDG13']
10.1007/s00477-017-1458-0	Evaluation of multiple stochastic rainfall generators in diverse climatic regions		['SDG13']
10.1002/2017gl074368	Highly temporally resolved response to seasonal surface melt of the Zachariae and 79N outlet glaciers in northeast Greenland		['SDG13']
10.1111/jiec.12527	Entity Normalization in Life Cycle Assessment: Hybrid Schemes Applied to a Transportation Agency Case Study		['SDG13']
10.1007/s11104-017-3474-8	Warming has a larger and more persistent effect than elevated CO<inf>2</inf> on growing season soil nitrogen availability in a species-rich grassland		['SDG13']
10.1038/nclimate3422	Ocean commitments under the Paris Agreement		['SDG13']
10.13287/j.1001-9332.201708.019	Quantitative assessment of the impacts of human activities on net primary productivity		['SDG13']
10.1007/978-3-319-54265-2	A changing climate for science		['SDG13']
10.1007/978-3-319-31014-5_20	Monitoring condition factor of the dominant fin fishes in the estuaries of lower gangetic delta in the backdrop of climate change		['SDG13']
10.1016/j.scs.2017.11.006	The selection of compact city policy instruments and their effects on energy consumption and greenhouse gas emissions in the transportation sector: The case of South Korea		['SDG13']
10.1007/s00024-017-1656-1	Constraining Unsaturated Hydraulic Parameters Using the Latin Hypercube Sampling Method and Coupled Hydrogeophysical Approach		['SDG13']
10.1088/1755-1315/94/1/012166	Comparative study on life cycle environmental impact assessment of copper and aluminium cables		['SDG13']
10.1016/j.jclepro.2017.11.015	Catalyzed waste engine oil as alternative binder of roofing tiles – Chemical analysis and optimization of parameters		['SDG13']
10.5194/cp-14-1-2018	Effects of undetected data quality issues on climatological analyses		['SDG13']
10.4324/9781315306599	Urban life and climate change at the core of political dialogue: A focus on Saint-Louis du Sénégal		['SDG13']
10.1016/b978-0-444-63965-3.50123-9	Two-stage Stochastic Optimization of Carbon Dioxide Supply Chain and Utilization Model through Carbon Dioxide Capturing Process		['SDG13']
10.1007/978-3-319-30127-3_35	Environmental impact assessment of electricity production, a case study of Turkey		['SDG13']
